pair_id,left_image_id,right_image_id,left_identity,right_identity,pair_type,label
pair_00008733,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0022,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0033,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008734,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0024,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0030,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008735,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0025,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0027,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008736,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0025,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0029,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008737,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0025,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0031,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008738,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0025,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0032,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008739,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0026,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0027,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008740,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0028,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0029,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008741,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0028,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0032,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008742,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0029,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0031,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008743,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0029,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0032,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008744,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0030,Megawati_Sukarnoputri/Megawati_Sukarnoputri_0031,Megawati_Sukarnoputri,Megawati_Sukarnoputri,genuine,1
pair_00008745,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008746,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008747,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008748,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008749,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008750,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008751,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008752,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008753,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008754,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008755,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008756,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008757,Meryl_Streep/Meryl_Streep_0001,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008758,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008759,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008760,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008761,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008762,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008763,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008764,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008765,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008766,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008767,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008768,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008769,Meryl_Streep/Meryl_Streep_0002,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008770,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008771,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008772,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008773,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008774,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008775,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008776,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008777,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008778,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008779,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008780,Meryl_Streep/Meryl_Streep_0003,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008781,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008782,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008783,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008784,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008785,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008786,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008787,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008788,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008789,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008790,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008791,Meryl_Streep/Meryl_Streep_0004,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008792,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008793,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008794,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008795,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008796,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008797,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008798,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008799,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008800,Meryl_Streep/Meryl_Streep_0005,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008801,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008802,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008803,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008804,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008805,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008806,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008807,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008808,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008809,Meryl_Streep/Meryl_Streep_0006,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008810,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008811,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008812,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008813,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008814,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008815,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008816,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008817,Meryl_Streep/Meryl_Streep_0007,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008818,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008819,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008820,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008821,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008822,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008823,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008824,Meryl_Streep/Meryl_Streep_0008,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008825,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008826,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008827,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008828,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008829,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008830,Meryl_Streep/Meryl_Streep_0009,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008831,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008832,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008833,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008834,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008835,Meryl_Streep/Meryl_Streep_0010,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008836,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008837,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008838,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008839,Meryl_Streep/Meryl_Streep_0011,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008840,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008841,Meryl_Streep/Meryl_Streep_0012,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008842,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008843,Meryl_Streep/Meryl_Streep_0013,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008844,Meryl_Streep/Meryl_Streep_0014,Meryl_Streep/Meryl_Streep_0015,Meryl_Streep,Meryl_Streep,genuine,1
pair_00008845,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0002,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008846,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008847,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008848,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008849,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0008,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008850,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0009,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008851,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0012,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008852,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0015,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008853,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0017,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008854,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0018,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008855,Michael_Bloomberg/Michael_Bloomberg_0001,Michael_Bloomberg/Michael_Bloomberg_0020,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008856,Michael_Bloomberg/Michael_Bloomberg_0002,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008857,Michael_Bloomberg/Michael_Bloomberg_0002,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008858,Michael_Bloomberg/Michael_Bloomberg_0002,Michael_Bloomberg/Michael_Bloomberg_0008,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008859,Michael_Bloomberg/Michael_Bloomberg_0002,Michael_Bloomberg/Michael_Bloomberg_0010,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008860,Michael_Bloomberg/Michael_Bloomberg_0002,Michael_Bloomberg/Michael_Bloomberg_0012,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008861,Michael_Bloomberg/Michael_Bloomberg_0002,Michael_Bloomberg/Michael_Bloomberg_0013,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008862,Michael_Bloomberg/Michael_Bloomberg_0002,Michael_Bloomberg/Michael_Bloomberg_0017,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008863,Michael_Bloomberg/Michael_Bloomberg_0003,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008864,Michael_Bloomberg/Michael_Bloomberg_0003,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008865,Michael_Bloomberg/Michael_Bloomberg_0003,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008866,Michael_Bloomberg/Michael_Bloomberg_0003,Michael_Bloomberg/Michael_Bloomberg_0009,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008867,Michael_Bloomberg/Michael_Bloomberg_0003,Michael_Bloomberg/Michael_Bloomberg_0010,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008868,Michael_Bloomberg/Michael_Bloomberg_0003,Michael_Bloomberg/Michael_Bloomberg_0012,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008869,Michael_Bloomberg/Michael_Bloomberg_0003,Michael_Bloomberg/Michael_Bloomberg_0013,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008870,Michael_Bloomberg/Michael_Bloomberg_0003,Michael_Bloomberg/Michael_Bloomberg_0015,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008871,Michael_Bloomberg/Michael_Bloomberg_0003,Michael_Bloomberg/Michael_Bloomberg_0017,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008872,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008873,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008874,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg/Michael_Bloomberg_0010,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008875,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg/Michael_Bloomberg_0012,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008876,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg/Michael_Bloomberg_0014,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008877,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg/Michael_Bloomberg_0015,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008878,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg/Michael_Bloomberg_0016,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008879,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg/Michael_Bloomberg_0018,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008880,Michael_Bloomberg/Michael_Bloomberg_0004,Michael_Bloomberg/Michael_Bloomberg_0019,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008881,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008882,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg/Michael_Bloomberg_0009,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008883,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg/Michael_Bloomberg_0010,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008884,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg/Michael_Bloomberg_0013,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008885,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg/Michael_Bloomberg_0014,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008886,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg/Michael_Bloomberg_0015,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008887,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg/Michael_Bloomberg_0016,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008888,Michael_Bloomberg/Michael_Bloomberg_0005,Michael_Bloomberg/Michael_Bloomberg_0018,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008889,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008890,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg/Michael_Bloomberg_0010,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008891,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg/Michael_Bloomberg_0011,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008892,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg/Michael_Bloomberg_0012,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008893,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg/Michael_Bloomberg_0013,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008894,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg/Michael_Bloomberg_0014,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008895,Michael_Bloomberg/Michael_Bloomberg_0006,Michael_Bloomberg/Michael_Bloomberg_0017,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008896,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg/Michael_Bloomberg_0008,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008897,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg/Michael_Bloomberg_0011,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008898,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg/Michael_Bloomberg_0012,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008899,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg/Michael_Bloomberg_0014,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008900,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg/Michael_Bloomberg_0016,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008901,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg/Michael_Bloomberg_0017,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008902,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg/Michael_Bloomberg_0018,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008903,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg/Michael_Bloomberg_0019,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008904,Michael_Bloomberg/Michael_Bloomberg_0007,Michael_Bloomberg/Michael_Bloomberg_0020,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008905,Michael_Bloomberg/Michael_Bloomberg_0008,Michael_Bloomberg/Michael_Bloomberg_0009,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008906,Michael_Bloomberg/Michael_Bloomberg_0008,Michael_Bloomberg/Michael_Bloomberg_0010,Michael_Bloomberg,Michael_Bloomberg,genuine,1
pair_00008907,Michael_Bloomberg/Michael_Bloomberg_0008,Michael_Bloomberg/Michael_Bloomberg_0012,Michael_Bloomberg,Michael_Bloomberg,genuine,1
